,Address,AddressAccuracy,AddressNumberAndStreet,Block,Date,Latitude,Longitude,NumMosquitos,Species,Street,Time,Trap,WnvPresent,geometry,spray
104,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",8.0,"6500  N OAK PARK AVE, Chicago, IL",65.0,2007-06-26,41.9991,-87.7956,1.0,CULEX PIPIENS/RESTUANS, N OAK PARK AVE,,T143,0.0,POINT (-87.795585 41.999129),no_spray
105,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",8.0,"6500  N OAK PARK AVE, Chicago, IL",65.0,2007-06-26,41.9991,-87.7956,1.0,CULEX RESTUANS, N OAK PARK AVE,,T143,0.0,POINT (-87.795585 41.999129),no_spray
106,"7500 North Oakley Avenue, Chicago, IL 60645, USA",8.0,"7500  N OAKLEY AVE, Chicago, IL",75.0,2007-06-26,42.0174,-87.6878,2.0,CULEX PIPIENS/RESTUANS, N OAKLEY AVE,,T148,0.0,POINT (-87.68776899999999 42.01743),no_spray
107,"7500 North Oakley Avenue, Chicago, IL 60645, USA",8.0,"7500  N OAKLEY AVE, Chicago, IL",75.0,2007-06-26,42.0174,-87.6878,2.0,CULEX RESTUANS, N OAKLEY AVE,,T148,0.0,POINT (-87.68776899999999 42.01743),no_spray
108,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",8.0,"3600  N PITTSBURGH AVE, Chicago, IL",36.0,2007-06-26,41.9449,-87.8328,2.0,CULEX PIPIENS/RESTUANS, N PITTSBURGH AVE,,T011,0.0,POINT (-87.832763 41.944869),no_spray
109,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",8.0,"3600  N PITTSBURGH AVE, Chicago, IL",36.0,2007-06-26,41.9449,-87.8328,4.0,CULEX RESTUANS, N PITTSBURGH AVE,,T011,0.0,POINT (-87.832763 41.944869),no_spray
110,"7200 North Oketo Avenue, Chicago, IL 60631, USA",8.0,"7200  N OKETO AVE, Chicago, IL",72.0,2007-06-26,42.0116,-87.8115,2.0,CULEX PIPIENS/RESTUANS, N OKETO AVE,,T016,0.0,POINT (-87.81150600000001 42.011601),no_spray
111,"7200 North Oketo Avenue, Chicago, IL 60631, USA",8.0,"7200  N OKETO AVE, Chicago, IL",72.0,2007-06-26,42.0116,-87.8115,2.0,CULEX RESTUANS, N OKETO AVE,,T016,0.0,POINT (-87.81150600000001 42.011601),no_spray
112,"3800 North California Avenue, Chicago, IL 60618, USA",9.0,"3800  N CALIFORNIA AVE, Chicago, IL",38.0,2007-06-26,41.9498,-87.6985,1.0,CULEX RESTUANS, N CALIFORNIA AVE,,T019,0.0,POINT (-87.69845699999999 41.94983),no_spray
113,"4900 West Balmoral Avenue, Chicago, IL 60630, USA",9.0,"4900  W BALMORAL AVE, Chicago, IL",49.0,2007-06-26,41.9792,-87.7509,1.0,CULEX PIPIENS/RESTUANS, W BALMORAL AVE,,T025,0.0,POINT (-87.750938 41.979243),no_spray
114,"5800 North Western Avenue, Chicago, IL 60659, USA",9.0,"5800  N WESTERN AVE, Chicago, IL",58.0,2007-06-26,41.9869,-87.6898,1.0,CULEX PIPIENS/RESTUANS, N WESTERN AVE,,T028,0.0,POINT (-87.689778 41.986921),no_spray
115,"5800 North Western Avenue, Chicago, IL 60659, USA",9.0,"5800  N WESTERN AVE, Chicago, IL",58.0,2007-06-26,41.9869,-87.6898,9.0,CULEX RESTUANS, N WESTERN AVE,,T028,0.0,POINT (-87.689778 41.986921),no_spray
116,"1400 North Sacramento Avenue, Chicago, IL 60622, USA",9.0,"1400  N HUMBOLDT DR, Chicago, IL",14.0,2007-06-26,41.9066,-87.7014,2.0,CULEX PIPIENS/RESTUANS, N HUMBOLDT DR,,T033,0.0,POINT (-87.701431 41.906638),no_spray
117,"1400 North Sacramento Avenue, Chicago, IL 60622, USA",9.0,"1400  N HUMBOLDT DR, Chicago, IL",14.0,2007-06-26,41.9066,-87.7014,3.0,CULEX RESTUANS, N HUMBOLDT DR,,T033,0.0,POINT (-87.701431 41.906638),no_spray
118,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",9.0,"1100  S ASHLAND AVE, Chicago, IL",11.0,2007-06-26,41.8681,-87.6669,10.0,CULEX PIPIENS/RESTUANS, S ASHLAND AVE,,T090,0.0,POINT (-87.666901 41.868077),no_spray
119,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",9.0,"1100  S ASHLAND AVE, Chicago, IL",11.0,2007-06-26,41.8681,-87.6669,19.0,CULEX RESTUANS, S ASHLAND AVE,,T090,0.0,POINT (-87.666901 41.868077),no_spray
120,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",9.0,"1100  S ASHLAND AVE, Chicago, IL",11.0,2007-06-26,41.8681,-87.6669,1.0,CULEX PIPIENS, S ASHLAND AVE,,T090,0.0,POINT (-87.666901 41.868077),no_spray
121,"4200 West 127th Street, Alsip, IL 60803, USA",8.0,"4200  W 127TH PL, Chicago, IL",42.0,2007-06-26,41.662,-87.7246,20.0,CULEX PIPIENS/RESTUANS, W 127TH PL,,T135,0.0,POINT (-87.72460799999999 41.662014),no_spray
122,"4200 West 127th Street, Alsip, IL 60803, USA",8.0,"4200  W 127TH PL, Chicago, IL",42.0,2007-06-26,41.662,-87.7246,25.0,CULEX RESTUANS, W 127TH PL,,T135,0.0,POINT (-87.72460799999999 41.662014),no_spray
123,"4200 West 127th Street, Alsip, IL 60803, USA",8.0,"4200  W 127TH PL, Chicago, IL",42.0,2007-06-26,41.662,-87.7246,6.0,CULEX PIPIENS, W 127TH PL,,T135,0.0,POINT (-87.72460799999999 41.662014),no_spray
124,"5300 West Agatite Avenue, Chicago, IL 60630, USA",9.0,"5300  W AGATITE AVE, Chicago, IL",53.0,2007-06-26,41.9617,-87.7601,1.0,CULEX PIPIENS/RESTUANS, W AGATITE AVE,,T141,0.0,POINT (-87.76007 41.961743),no_spray
125,"5300 West Agatite Avenue, Chicago, IL 60630, USA",9.0,"5300  W AGATITE AVE, Chicago, IL",53.0,2007-06-26,41.9617,-87.7601,3.0,CULEX RESTUANS, W AGATITE AVE,,T141,0.0,POINT (-87.76007 41.961743),no_spray
126,"4000 North Austin Avenue, Chicago, IL 60634, USA",8.0,"4000  N AUSTIN AVE, Chicago, IL",40.0,2007-06-26,41.9531,-87.7768,4.0,CULEX RESTUANS, N AUSTIN AVE,,T142,0.0,POINT (-87.776792 41.953067),no_spray
127,"Chicago, IL, USA",3.0,"4300  N ASHLAND AVE OVERPASS, Chicago, IL",43.0,2007-06-26,41.8781,-87.6298,1.0,CULEX RESTUANS, N ASHLAND AVE OVERPASS,,T145,0.0,POINT (-87.62979799999999 41.878114),no_spray
128,"4200 North Richmond Street, Chicago, IL 60618, USA",9.0,"4200  N RICHMOND ST, Chicago, IL",42.0,2007-06-26,41.9583,-87.7026,6.0,CULEX RESTUANS, N RICHMOND ST,,T146,0.0,POINT (-87.702575 41.958271),no_spray
129,"2800 North Francisco Avenue, Chicago, IL 60618, USA",8.0,"2800  N FRANCISCO AVE, Chicago, IL",28.0,2007-06-26,41.9321,-87.7001,1.0,CULEX RESTUANS, N FRANCISCO AVE,,T147,0.0,POINT (-87.70011700000001 41.932094),no_spray
130,"1800 West Farwell Avenue, Chicago, IL 60626, USA",9.0,"1800  W FARWELL AVE, Chicago, IL",18.0,2007-06-26,42.0069,-87.6759,2.0,CULEX RESTUANS, W FARWELL AVE,,T150,0.0,POINT (-87.67591899999999 42.006858),no_spray
131,"7000 West Armitage Avenue, Chicago, IL 60707, USA",8.0,"7000   W ARMITAGE AVENUE, Chicago, IL",70.0,2007-06-26,41.9163,-87.8005,3.0,CULEX PIPIENS/RESTUANS,  W ARMITAGE AVENUE,,T151,0.0,POINT (-87.800515 41.916265),no_spray
132,"7000 West Armitage Avenue, Chicago, IL 60707, USA",8.0,"7000   W ARMITAGE AVENUE, Chicago, IL",70.0,2007-06-26,41.9163,-87.8005,6.0,CULEX RESTUANS,  W ARMITAGE AVENUE,,T151,0.0,POINT (-87.800515 41.916265),no_spray
133,"3500 West 116th Street, Chicago, IL 60655, USA",9.0,"3500  W 116TH ST, Chicago, IL",35.0,2007-06-26,41.6826,-87.708,1.0,CULEX PIPIENS/RESTUANS, W 116TH ST,,T158,0.0,POINT (-87.707973 41.682587),no_spray
134,"3500 West 116th Street, Chicago, IL 60655, USA",9.0,"3500  W 116TH ST, Chicago, IL",35.0,2007-06-26,41.6826,-87.708,4.0,CULEX RESTUANS, W 116TH ST,,T158,0.0,POINT (-87.707973 41.682587),no_spray
135,"4500 North Campbell Avenue, Chicago, IL 60625, USA",9.0,"4500  N CAMPBELL AVE, Chicago, IL",45.0,2007-06-26,41.964,-87.6918,1.0,CULEX RESTUANS, N CAMPBELL AVE,,T220,0.0,POINT (-87.69181 41.963976),no_spray
136,"4000 North Tripp Avenue, Chicago, IL 60641, USA",8.0,"4000  N TRIPP AVE, Chicago, IL",40.0,2007-06-26,41.9537,-87.734,1.0,CULEX PIPIENS/RESTUANS, N TRIPP AVE,,T001,0.0,POINT (-87.733974 41.953705),no_spray
137,"4600 Milwaukee Avenue, Chicago, IL 60630, USA",8.0,"4600  N MILWAUKEE AVE, Chicago, IL",46.0,2007-06-26,41.9642,-87.7576,2.0,CULEX RESTUANS, N MILWAUKEE AVE,,T003,0.0,POINT (-87.757639 41.964242),no_spray
138,"6000 North Avondale Avenue, Chicago, IL 60631, USA",8.0,"6000  N AVONDALE AVE, Chicago, IL",60.0,2007-06-26,41.9903,-87.7971,1.0,CULEX PIPIENS/RESTUANS, N AVONDALE AVE,,T006,0.0,POINT (-87.797127 41.990284),no_spray
139,"6000 North Avondale Avenue, Chicago, IL 60631, USA",8.0,"6000  N AVONDALE AVE, Chicago, IL",60.0,2007-06-26,41.9903,-87.7971,1.0,CULEX RESTUANS, N AVONDALE AVE,,T006,0.0,POINT (-87.797127 41.990284),no_spray
140,"7000 North Moselle Avenue, Chicago, IL 60646, USA",9.0,"7000  N MOSELL AVE, Chicago, IL",70.0,2007-06-26,42.0083,-87.7779,2.0,CULEX RESTUANS, N MOSELL AVE,,T008,0.0,POINT (-87.77792099999999 42.008314),no_spray
141,"6100 North Lemont Avenue, Chicago, IL 60646, USA",8.0,"6100  N LEMONT AVE, Chicago, IL",61.0,2007-06-26,41.9914,-87.7471,2.0,CULEX PIPIENS/RESTUANS, N LEMONT AVE,,T012,0.0,POINT (-87.747113 41.991429),no_spray
142,"2700 South Western Avenue, Chicago, IL 60608, USA",9.0,"2700  S WESTERN AVE, Chicago, IL",27.0,2007-06-26,41.8438,-87.6868,1.0,CULEX RESTUANS, S WESTERN AVE,,T034,0.0,POINT (-87.686763 41.843811),no_spray
143,"6800 West Belden Avenue, Chicago, IL 60707, USA",8.0,"6800  W BELDEN AVE, Chicago, IL",68.0,2007-06-26,41.9212,-87.7952,1.0,CULEX RESTUANS, W BELDEN AVE,,T037,0.0,POINT (-87.79518 41.921177),no_spray
144,"2100 South Hamlin Avenue, Chicago, IL 60623, USA",8.0,"2100  S HAMLIN AVE, Chicago, IL",21.0,2007-06-26,41.8527,-87.7199,5.0,CULEX PIPIENS/RESTUANS, S HAMLIN AVE,,T040,0.0,POINT (-87.719887 41.852652),no_spray
145,"2100 South Hamlin Avenue, Chicago, IL 60623, USA",8.0,"2100  S HAMLIN AVE, Chicago, IL",21.0,2007-06-26,41.8527,-87.7199,1.0,CULEX RESTUANS, S HAMLIN AVE,,T040,0.0,POINT (-87.719887 41.852652),no_spray
146,"3000 West 18th Street, Chicago, IL 60608, USA",8.0,"3000  W 18TH ST, Chicago, IL",30.0,2007-06-26,41.8574,-87.695,1.0,CULEX RESTUANS, W 18TH ST,,T043,0.0,POINT (-87.694991 41.857402),no_spray
147,"1100 South California Avenue, Chicago, IL 60612, USA",9.0,"1100  S CALIFORNIA, Chicago, IL",11.0,2007-06-26,41.8681,-87.6963,1.0,CULEX PIPIENS/RESTUANS, S CALIFORNIA,,T047,0.0,POINT (-87.696269 41.868142),no_spray
148,"1100 South California Avenue, Chicago, IL 60612, USA",9.0,"1100  S CALIFORNIA, Chicago, IL",11.0,2007-06-26,41.8681,-87.6963,1.0,CULEX RESTUANS, S CALIFORNIA,,T047,0.0,POINT (-87.696269 41.868142),no_spray
149,"2500 South Throop Street, Chicago, IL 60608, USA",9.0,"2500  S THROOP, Chicago, IL",25.0,2007-06-26,41.8463,-87.6569,1.0,CULEX PIPIENS/RESTUANS, S THROOP,,T051,0.0,POINT (-87.656913 41.846283),no_spray
150,"1000 West 95th Street, Chicago, IL 60643, USA",8.0,"1000  W 95TH ST, Chicago, IL",10.0,2007-06-26,41.7215,-87.6481,2.0,CULEX RESTUANS, W 95TH ST,,T085,0.0,POINT (-87.64806400000001 41.721474),no_spray
151,"1000 South California Avenue, Chicago, IL 60612, USA",9.0,"1000  S CALIFORNIA AVE, Chicago, IL",10.0,2007-06-26,41.8691,-87.6963,1.0,CULEX PIPIENS, S CALIFORNIA AVE,,T088,0.0,POINT (-87.69629300000001 41.869107),no_spray
152,"9600 South Hoyne Avenue, Chicago, IL 60643, USA",9.0,"9600  S HOYNE AVE, Chicago, IL",96.0,2007-06-26,41.7191,-87.6751,3.0,CULEX PIPIENS/RESTUANS, S HOYNE AVE,,T161,0.0,POINT (-87.675088 41.719059),no_spray
153,"9600 South Hoyne Avenue, Chicago, IL 60643, USA",9.0,"9600  S HOYNE AVE, Chicago, IL",96.0,2007-06-26,41.7191,-87.6751,5.0,CULEX RESTUANS, S HOYNE AVE,,T161,0.0,POINT (-87.675088 41.719059),no_spray
154,"1800 West Leland Avenue, Chicago, IL 60640, USA",8.0,"1800  W LELAND AVE, Chicago, IL",18.0,2007-06-26,41.967,-87.6747,1.0,CULEX RESTUANS, W LELAND AVE,,T219,0.0,POINT (-87.674677 41.966987),no_spray
155,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",9.0,"4100  N OAK PARK AVE, Chicago, IL",41.0,2007-06-29,41.9547,-87.801,2.0,CULEX PIPIENS/RESTUANS, N OAK PARK AVE,,T002,0.0,POINT (-87.800991 41.95469),no_spray
156,"7900 West Foster Avenue, Chicago, IL 60656, USA",8.0,"7900  W FOSTER AVE, Chicago, IL",79.0,2007-06-29,41.9741,-87.8248,1.0,CULEX PIPIENS/RESTUANS, W FOSTER AVE,,T015,0.0,POINT (-87.82481199999999 41.974089),no_spray
157,"7900 West Foster Avenue, Chicago, IL 60656, USA",8.0,"7900  W FOSTER AVE, Chicago, IL",79.0,2007-06-29,41.9741,-87.8248,2.0,CULEX RESTUANS, W FOSTER AVE,,T015,0.0,POINT (-87.82481199999999 41.974089),no_spray
158,"2500 West Grand Avenue, Chicago, IL 60654, USA",8.0,"2500  W GRAND AVE, Chicago, IL",25.0,2007-06-29,41.8911,-87.6545,2.0,CULEX RESTUANS, W GRAND AVE,,T046,0.0,POINT (-87.65449100000001 41.891118),no_spray
159,"2200 North Cannon Drive, Chicago, IL 60614, USA",8.0,"2200  N CANNON DR, Chicago, IL",22.0,2007-06-29,41.922,-87.6321,3.0,CULEX PIPIENS/RESTUANS, N CANNON DR,,T054,0.0,POINT (-87.632085 41.921965),no_spray
160,"2200 West 113th Street, Chicago, IL 60643, USA",8.0,"2200  W 113TH ST, Chicago, IL",22.0,2007-06-29,41.6883,-87.6767,2.0,CULEX RESTUANS, W 113TH ST,,T086,0.0,POINT (-87.676709 41.688324),no_spray
161,"2200 West 113th Street, Chicago, IL 60643, USA",8.0,"2200  W 113TH ST, Chicago, IL",22.0,2007-06-29,41.6883,-87.6767,1.0,CULEX PIPIENS, W 113TH ST,,T086,0.0,POINT (-87.676709 41.688324),no_spray
162,"1100 South Peoria Street, Chicago, IL 60608, USA",8.0,"1100  S PEORIA ST, Chicago, IL",11.0,2007-06-29,41.8623,-87.6489,1.0,CULEX PIPIENS/RESTUANS, S PEORIA ST,,T091,0.0,POINT (-87.64886 41.862292),no_spray
163,"2200 West 89th Street, Chicago, IL 60643, USA",8.0,"2200  W 89TH ST, Chicago, IL",22.0,2007-06-29,41.7319,-87.6775,1.0,CULEX RESTUANS, W 89TH ST,,T096,0.0,POINT (-87.67751199999999 41.731922),no_spray
164,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",8.0,"6500  N OAK PARK AVE, Chicago, IL",65.0,2007-06-29,41.9991,-87.7956,3.0,CULEX RESTUANS, N OAK PARK AVE,,T143,0.0,POINT (-87.795585 41.999129),no_spray
165,"7500 North Oakley Avenue, Chicago, IL 60645, USA",8.0,"7500  N OAKLEY AVE, Chicago, IL",75.0,2007-06-29,42.0174,-87.6878,2.0,CULEX PIPIENS/RESTUANS, N OAKLEY AVE,,T148,0.0,POINT (-87.68776899999999 42.01743),no_spray
166,"7500 North Oakley Avenue, Chicago, IL 60645, USA",8.0,"7500  N OAKLEY AVE, Chicago, IL",75.0,2007-06-29,42.0174,-87.6878,2.0,CULEX RESTUANS, N OAKLEY AVE,,T148,0.0,POINT (-87.68776899999999 42.01743),no_spray
167,"1500 North Long Avenue, Chicago, IL 60651, USA",8.0,"1500  N LONG AVE, Chicago, IL",15.0,2007-06-29,41.9076,-87.7609,1.0,CULEX RESTUANS, N LONG AVE,,T153,0.0,POINT (-87.760886 41.907645),no_spray
168,"7200 North Oketo Avenue, Chicago, IL 60631, USA",8.0,"7200  N OKETO AVE, Chicago, IL",72.0,2007-06-29,42.0116,-87.8115,2.0,CULEX PIPIENS/RESTUANS, N OKETO AVE,,T016,0.0,POINT (-87.81150600000001 42.011601),no_spray
169,"5800 North Western Avenue, Chicago, IL 60659, USA",9.0,"5800  N WESTERN AVE, Chicago, IL",58.0,2007-06-29,41.9869,-87.6898,2.0,CULEX PIPIENS/RESTUANS, N WESTERN AVE,,T028,0.0,POINT (-87.689778 41.986921),no_spray
170,"5800 North Western Avenue, Chicago, IL 60659, USA",9.0,"5800  N WESTERN AVE, Chicago, IL",58.0,2007-06-29,41.9869,-87.6898,1.0,CULEX RESTUANS, N WESTERN AVE,,T028,0.0,POINT (-87.689778 41.986921),no_spray
171,"5000 South Central Avenue, Chicago, IL 60638, USA",9.0,"5000  S CENTRAL AVE, Chicago, IL",50.0,2007-06-29,41.8015,-87.7634,1.0,CULEX PIPIENS, S CENTRAL AVE,,T031,0.0,POINT (-87.76341600000001 41.801498),no_spray
172,"South Vincennes Avenue, Chicago, IL, USA",5.0,"1000  S VINCENNES, Chicago, IL",10.0,2007-06-29,41.7232,-87.65,2.0,CULEX RESTUANS, S VINCENNES,,T089,0.0,POINT (-87.64997 41.723195),no_spray
173,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",9.0,"1100  S ASHLAND AVE, Chicago, IL",11.0,2007-06-29,41.8681,-87.6669,1.0,CULEX PIPIENS/RESTUANS, S ASHLAND AVE,,T090,0.0,POINT (-87.666901 41.868077),no_spray
174,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",9.0,"1100  S ASHLAND AVE, Chicago, IL",11.0,2007-06-29,41.8681,-87.6669,6.0,CULEX RESTUANS, S ASHLAND AVE,,T090,0.0,POINT (-87.666901 41.868077),no_spray
175,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",9.0,"1100  S ASHLAND AVE, Chicago, IL",11.0,2007-06-29,41.8681,-87.6669,3.0,CULEX PIPIENS, S ASHLAND AVE,,T090,0.0,POINT (-87.666901 41.868077),no_spray
176,"4200 West 127th Street, Alsip, IL 60803, USA",8.0,"4200  W 127TH PL, Chicago, IL",42.0,2007-06-29,41.662,-87.7246,3.0,CULEX RESTUANS, W 127TH PL,,T135,0.0,POINT (-87.72460799999999 41.662014),no_spray
177,"5300 West Agatite Avenue, Chicago, IL 60630, USA",9.0,"5300  W AGATITE AVE, Chicago, IL",53.0,2007-06-29,41.9617,-87.7601,1.0,CULEX RESTUANS, W AGATITE AVE,,T141,0.0,POINT (-87.76007 41.961743),no_spray
178,"4000 North Austin Avenue, Chicago, IL 60634, USA",8.0,"4000  N AUSTIN AVE, Chicago, IL",40.0,2007-06-29,41.9531,-87.7768,1.0,CULEX RESTUANS, N AUSTIN AVE,,T142,0.0,POINT (-87.776792 41.953067),no_spray
179,"Chicago, IL, USA",3.0,"4300  N ASHLAND AVE OVERPASS, Chicago, IL",43.0,2007-06-29,41.8781,-87.6298,1.0,CULEX RESTUANS, N ASHLAND AVE OVERPASS,,T145,0.0,POINT (-87.62979799999999 41.878114),no_spray
180,"4200 North Richmond Street, Chicago, IL 60618, USA",9.0,"4200  N RICHMOND ST, Chicago, IL",42.0,2007-06-29,41.9583,-87.7026,2.0,CULEX RESTUANS, N RICHMOND ST,,T146,0.0,POINT (-87.702575 41.958271),no_spray
181,"1800 West Farwell Avenue, Chicago, IL 60626, USA",9.0,"1800  W FARWELL AVE, Chicago, IL",18.0,2007-06-29,42.0069,-87.6759,1.0,CULEX RESTUANS, W FARWELL AVE,,T150,0.0,POINT (-87.67591899999999 42.006858),no_spray
182,"7000 West Armitage Avenue, Chicago, IL 60707, USA",8.0,"7000   W ARMITAGE AVENUE, Chicago, IL",70.0,2007-06-29,41.9163,-87.8005,1.0,CULEX PIPIENS/RESTUANS,  W ARMITAGE AVENUE,,T151,0.0,POINT (-87.800515 41.916265),no_spray
183,"7000 West Armitage Avenue, Chicago, IL 60707, USA",8.0,"7000   W ARMITAGE AVENUE, Chicago, IL",70.0,2007-06-29,41.9163,-87.8005,5.0,CULEX RESTUANS,  W ARMITAGE AVENUE,,T151,0.0,POINT (-87.800515 41.916265),no_spray
184,"3500 West 116th Street, Chicago, IL 60655, USA",9.0,"3500  W 116TH ST, Chicago, IL",35.0,2007-06-29,41.6826,-87.708,6.0,CULEX RESTUANS, W 116TH ST,,T158,0.0,POINT (-87.707973 41.682587),no_spray
185,"3700 North Kedvale Avenue, Chicago, IL 60641, USA",8.0,"3700  N KEDVALE AVE, Chicago, IL",37.0,2007-06-29,41.9482,-87.7307,5.0,CULEX RESTUANS, N KEDVALE AVE,,T218,0.0,POINT (-87.730698 41.948167),no_spray
186,"6000 North Avondale Avenue, Chicago, IL 60631, USA",8.0,"6000  N AVONDALE AVE, Chicago, IL",60.0,2007-06-29,41.9903,-87.7971,1.0,CULEX RESTUANS, N AVONDALE AVE,,T006,0.0,POINT (-87.797127 41.990284),no_spray
187,"6100 North Lemont Avenue, Chicago, IL 60646, USA",8.0,"6100  N LEMONT AVE, Chicago, IL",61.0,2007-06-29,41.9914,-87.7471,1.0,CULEX PIPIENS/RESTUANS, N LEMONT AVE,,T012,0.0,POINT (-87.747113 41.991429),no_spray
188,"3000 West 18th Street, Chicago, IL 60608, USA",8.0,"3000  W 18TH ST, Chicago, IL",30.0,2007-06-29,41.8574,-87.695,2.0,CULEX PIPIENS/RESTUANS, W 18TH ST,,T043,0.0,POINT (-87.694991 41.857402),no_spray
189,"3000 West 18th Street, Chicago, IL 60608, USA",8.0,"3000  W 18TH ST, Chicago, IL",30.0,2007-06-29,41.8574,-87.695,3.0,CULEX RESTUANS, W 18TH ST,,T043,0.0,POINT (-87.694991 41.857402),no_spray
190,"1000 West 95th Street, Chicago, IL 60643, USA",8.0,"1000  W 95TH ST, Chicago, IL",10.0,2007-06-29,41.7215,-87.6481,1.0,CULEX PIPIENS/RESTUANS, W 95TH ST,,T085,0.0,POINT (-87.64806400000001 41.721474),no_spray
191,"1000 West 95th Street, Chicago, IL 60643, USA",8.0,"1000  W 95TH ST, Chicago, IL",10.0,2007-06-29,41.7215,-87.6481,1.0,CULEX PIPIENS, W 95TH ST,,T085,0.0,POINT (-87.64806400000001 41.721474),no_spray
192,"6100 West Fullerton Avenue, Chicago, IL 60639, USA",9.0,"6100  W FULLERTON AVE, Chicago, IL",61.0,2007-06-29,41.9237,-87.7853,1.0,CULEX PIPIENS/RESTUANS, W FULLERTON AVE,,T013,0.0,POINT (-87.78528799999999 41.923738),no_spray
193,"6400 West Strong Street, Chicago, IL, USA",8.0,"6400  W STRONG ST, Chicago, IL",64.0,2007-06-29,41.9702,-87.788,1.0,CULEX RESTUANS, W STRONG ST,,T014,0.0,POINT (-87.787992 41.970248),no_spray
194,"1200 West Greenleaf Avenue, Chicago, IL 60626, USA",8.0,"1200  W GREENLEAF AVE, Chicago, IL",12.0,2007-06-29,42.0104,-87.6621,1.0,CULEX RESTUANS, W GREENLEAF AVE,,T018,0.0,POINT (-87.66214000000001 42.010412),no_spray
195,"1000 North Central Park Avenue, Chicago, IL 60651, USA",9.0,"1000  N CENTRAL PARK DR, Chicago, IL",10.0,2007-06-29,41.8992,-87.7168,1.0,CULEX PIPIENS/RESTUANS, N CENTRAL PARK DR,,T030,0.0,POINT (-87.71678799999999 41.89923),no_spray
196,"1000 North Central Park Avenue, Chicago, IL 60651, USA",9.0,"1000  N CENTRAL PARK DR, Chicago, IL",10.0,2007-06-29,41.8992,-87.7168,1.0,CULEX RESTUANS, N CENTRAL PARK DR,,T030,0.0,POINT (-87.71678799999999 41.89923),no_spray
197,"2000 East 111th Street, Chicago, IL 60628, USA",8.0,"2000  E 111TH ST, Chicago, IL",20.0,2007-06-29,41.6926,-87.5989,1.0,CULEX PIPIENS/RESTUANS, E 111TH ST,,T084,0.0,POINT (-87.598865 41.692555),no_spray
198,"2000 East 111th Street, Chicago, IL 60628, USA",8.0,"2000  E 111TH ST, Chicago, IL",20.0,2007-06-29,41.6926,-87.5989,1.0,CULEX RESTUANS, E 111TH ST,,T084,0.0,POINT (-87.598865 41.692555),no_spray
199,"3300 North Rutherford Avenue, Chicago, IL 60634, USA",9.0,"3300  N RUTHERFORD AVE, Chicago, IL",33.0,2007-06-29,41.9402,-87.7949,1.0,CULEX PIPIENS/RESTUANS, N RUTHERFORD AVE,,T144,0.0,POINT (-87.79489599999999 41.94016),no_spray
200,"1100 North Artesian Avenue, Chicago, IL 60622, USA",8.0,"1100  S ARTESIAN AVE, Chicago, IL",11.0,2007-06-29,41.903,-87.6883,1.0,CULEX PIPIENS/RESTUANS, S ARTESIAN AVE,,T160,0.0,POINT (-87.68826700000001 41.903002),no_spray
201,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",9.0,"4100  N OAK PARK AVE, Chicago, IL",41.0,2007-07-02,41.9547,-87.801,3.0,CULEX PIPIENS/RESTUANS, N OAK PARK AVE,,T002,0.0,POINT (-87.800991 41.95469),no_spray
202,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",9.0,"4100  N OAK PARK AVE, Chicago, IL",41.0,2007-07-02,41.9547,-87.801,2.0,CULEX RESTUANS, N OAK PARK AVE,,T002,0.0,POINT (-87.800991 41.95469),no_spray
203,"6200 North Mandell Avenue, Chicago, IL 60646, USA",9.0,"6200  N MANDELL AVE, Chicago, IL",62.0,2007-07-02,41.995,-87.7693,4.0,CULEX PIPIENS/RESTUANS, N MANDELL AVE,,T007,0.0,POINT (-87.769279 41.994991),no_spray
204,"6200 North Mandell Avenue, Chicago, IL 60646, USA",9.0,"6200  N MANDELL AVE, Chicago, IL",62.0,2007-07-02,41.995,-87.7693,4.0,CULEX RESTUANS, N MANDELL AVE,,T007,0.0,POINT (-87.769279 41.994991),no_spray
205,"7900 West Foster Avenue, Chicago, IL 60656, USA",8.0,"7900  W FOSTER AVE, Chicago, IL",79.0,2007-07-02,41.9741,-87.8248,3.0,CULEX PIPIENS/RESTUANS, W FOSTER AVE,,T015,0.0,POINT (-87.82481199999999 41.974089),no_spray
206,"1500 West Webster Avenue, Chicago, IL 60614, USA",8.0,"1500  W WEBSTER AVE, Chicago, IL",15.0,2007-07-02,41.9216,-87.6665,2.0,CULEX PIPIENS/RESTUANS, W WEBSTER AVE,,T045,0.0,POINT (-87.666455 41.9216),no_spray
